concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BorodinPart2,File5,c1,c2,P,c1_c2,1.02390895131647,0.432857110498691,1.1924135894989,0.223396142525846,0,0,1.10816127040769
BorodinPart2,File5,c1,c3,P,c1_c3,0.98817026599893,0.486040550701004,0.854532229630859,0.691060533931483,0,0,0.921351247814894
BorodinPart2,File5,c1,c4,P,c1_c4,0.935842572515428,0.566559700931739,0.610441700959354,0.950574015103109,0,0,0.773142136737391
BorodinPart2,File5,c2,c3,P,c2_c3,1.00485871413673,0.460952142240807,0.747908157585865,0.833652322891621,0,0,0.876383435861298
BorodinPart2,File5,c2,c4,P,c2_c4,0.871395785683787,0.665818862222379,1.3513806238354,0.102453645120631,0,0,1.11138820475959
BorodinPart2,File5,c3,c4,P,c3_c4,1.30488567096241,0.130522795404348,1.06355214902193,0.376726881038036,0,0,1.18421890999217
