M1,M2
219.5035411,478.9350712
220.3863085,478.9537427
218.6589128,478.9168281
220.0254574,479.2584261
220.0439606,479.162497
219.4491334,479.0397238
220.3180195,478.8673332
218.6996688,479.0307553
220.4284267,478.8765771
218.7368895,479.0186647
219.0211872,478.8946365
219.1131522,478.9145325
216.8966992,478.8320102
218.9057907,480.8841076
218.2736816,480.8666603
218.4116675,480.7389285
217.6672841,480.7318577
217.6660596,480.7122985
218.7586373,480.6758431
216.8743698,480.6781082
216.931012,480.4743738
218.8368895,480.7288581
216.7058666,480.6284602
216.6982755,480.6289805
218.1384657,480.3416525
218.147572,480.2787508
218.0646824,480.363232
218.1953222,480.3791182
216.5288233,480.4344901
216.3973265,480.4355308
216.820712,480.3273581
217.0086521,480.1490599
217.7835223,480.0471009
217.6066167,480.3780162
217.8732223,480.3944227
217.7575198,480.544989
216.9894295,479.8508046
217.0486276,479.6549673
217.6544588,477.3572317
217.9665189,477.4819333
217.5068922,477.3464879
217.4899347,477.3541708
217.6496838,477.5796988
217.6801552,477.4525179
217.2947557,477.522368
218.8787169,477.6358054
218.2832776,477.3302038
218.1764057,477.310063
218.0253497,477.3113486
218.5699626,477.4580582
218.4036021,477.22549
218.4428429,477.4834944
217.7363382,478.1130018
217.6839508,478.0576604
217.0003264,478.2152974
217.0908223,478.0267452
217.2150341,475.926867
217.3456433,475.6392636
217.0968216,477.3289488
217.0393836,477.4085632
217.0295428,475.562802
218.6315482,475.6916358
218.1171311,475.5479565
216.7200386,475.7427225
216.736843,475.6950335
216.8012905,475.7930439
218.4386341,475.9466405
218.3740489,475.9490892
218.29722,475.8759028
216.5923373,475.852395
218.3781046,475.919031
218.3267731,475.9308462
217.7003266,475.2714643
217.6428274,475.2755659
217.5579483,475.2068484
217.0625853,475.1382227
217.5298644,477.1552114
215.6791445,475.0119295
215.7055295,475.0462117
217.62085,475.0788104
215.5901025,477.0613945
215.377767,477.1699344
215.3376537,477.2795764
215.4824349,477.3212965
217.3743394,477.5344279
217.1382512,477.5174705
214.9524838,477.4430291
216.7121414,477.4759952
216.5159675,477.6025945
217.7063413,477.5931362
217.7793747,477.6660778
218.2257017,477.3271735
218.4205747,477.5245412
216.8609018,477.3691386
216.9273543,477.5236229
217.1286857,477.5159094
217.8413276,477.0613638
217.8838284,477.1799436
217.4531578,477.1311526
217.3861392,477.1385907
217.0734976,477.104737
217.534119,477.2017985
217.7455516,477.127602
217.8059281,477.3032372
217.5634579,477.3714343
217.8932101,477.4216639
218.4226715,477.5138892
218.367223,477.5450799
216.9147432,478.1136139
216.8663044,476.2296831
216.6854044,476.4654346
218.2490412,478.8783219
218.3049182,478.5314592
216.8590653,478.545019
218.3030663,478.6133998
218.1532652,478.770241
218.2359558,478.5752302
219.602424,478.6782606
219.0756407,478.6636294
219.4217229,478.9356221
219.3866602,478.1815968
219.5100609,478.1721079
219.2441594,478.1805867
219.1022401,478.3473759
220.5625558,478.2242047
218.7808442,478.36115
218.7393994,478.353314
218.9875018,478.3646088
219.0453377,478.2963811
219.3385273,478.2521203
219.5094793,478.1596195
220.6026078,478.1304184
220.1819619,478.5603542
220.248797,478.4934733
220.0922771,478.534061
220.3091429,478.9689248
220.4431649,478.8685575
220.5167186,478.7185421
222.0400127,478.6788727
222.3635052,478.923807
222.4004198,478.7676086
222.0194433,478.631398
222.4803097,478.6603542
222.5000373,478.7235315
222.8786264,479.3024113
222.9129698,479.2642417
222.9888039,478.938132
223.5335699,479.2139509
223.3594498,479.0247865
223.3708211,478.7744344
223.5747392,478.6480493
223.3725812,478.774863
223.0561593,478.8510491
224.73833,479.0142876
224.948431,479.1460906
