data_file,Texture,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,M1 stationarity p,M2 stationarity p
BrahmsConcertPart1_File1_c1_c2_GrangerOutput.txt,P,0.958289283390691,0.532068421466171,1.37942436176894,0.0902384974081631,0.01,0.0141326615940276
BrahmsConcertPart1_File1_c1_c3_GrangerOutput.txt,P,0.647904455401483,0.926149229616626,1.13210609479215,0.291007795835465,0.01,0.01
BrahmsConcertPart1_File1_c1_c4_GrangerOutput.txt,P,0.467089682168879,0.993436215482536,0.748212996206647,0.832129586035808,0.01,0.01
BrahmsConcertPart1_File1_c1_c5_GrangerOutput.txt,P,0.486868681037751,0.990726442685593,0.949101670956701,0.546176286518733,0.01,0.0487345631061893
BrahmsConcertPart1_File1_c2_c3_GrangerOutput.txt,P,0.957870013843526,0.532711139732343,1.26546636959598,0.161230089186525,0.0141326615940276,0.01
BrahmsConcertPart1_File1_c2_c4_GrangerOutput.txt,P,0.982479509391963,0.495232144140162,1.32752187697005,0.118488893846653,0.0141326615940276,0.01
BrahmsConcertPart1_File1_c2_c5_GrangerOutput.txt,P,1.08166104420374,0.353885190450793,1.681200217334,0.0147673918667844,0.0141326615940276,0.0487345631061893
BrahmsConcertPart1_File1_c3_c4_GrangerOutput.txt,P,1.69697458909675,0.013311780324488,1.18209186042398,0.236052790630522,0.01,0.01
BrahmsConcertPart1_File1_c3_c5_GrangerOutput.txt,P,1.16234809446724,0.256855351541654,1.16172378645917,0.257532513418699,0.01,0.0487345631061893
BrahmsConcertPart1_File1_c4_c5_GrangerOutput.txt,P,0.600300698536797,0.955149194539727,1.17305107034261,0.245430775280117,0.01,0.0487345631061893
