data_file,Texture,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,M1 stationarity p,M2 stationarity p
BrahmsConcertPart2_File14_c1_c2_GrangerOutput.txt,P,0.715889601651231,0.869159096702379,0.862901742854317,0.67900976298619,0.01,0.0122194410193369
BrahmsConcertPart2_File14_c1_c3_GrangerOutput.txt,P,1.12598133014864,0.29513411335865,0.60443514153578,0.954256174155626,0.01,0.01
BrahmsConcertPart2_File14_c1_c4_GrangerOutput.txt,P,1.6514171383762,0.0163423627137527,1.0135828082971,0.44744317840854,0.01,0.0112581156932524
BrahmsConcertPart2_File14_c1_c5_GrangerOutput.txt,P,0.969476840551857,0.51430283735433,0.913682636147752,0.601080152463855,0.01,0.01
BrahmsConcertPart2_File14_c2_c3_GrangerOutput.txt,P,0.956875646377881,0.533799700558134,0.773208275800371,0.803924484302649,0.0122194410193369,0.01
BrahmsConcertPart2_File14_c2_c4_GrangerOutput.txt,P,0.618125937423747,0.946778792189713,1.01988842693856,0.438125741696308,0.0122194410193369,0.0112581156932524
BrahmsConcertPart2_File14_c2_c5_GrangerOutput.txt,P,0.52226197949785,0.984373443237125,1.22263734834177,0.193243752588442,0.0122194410193369,0.01
BrahmsConcertPart2_File14_c3_c4_GrangerOutput.txt,P,0.457539378473289,0.994761116394376,0.53695296913646,0.980624062101883,0.01,0.0112581156932524
BrahmsConcertPart2_File14_c3_c5_GrangerOutput.txt,P,0.717347091123777,0.867673420947601,0.520101190840985,0.984874260787375,0.01,0.01
BrahmsConcertPart2_File14_c4_c5_GrangerOutput.txt,P,1.3671313905361,0.0927608013400671,1.12149180252065,0.300567552940025,0.0112581156932524,0.01
