concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart1,File11,c1,c2,H,c1_c2,1.25392829435571,0.167583282929452,3.22466429703503,0.0000000344233976600958,0,1,2.23929629569537
BrahmsConcertPart1,File11,c1,c3,H,c1_c3,1.43992063472476,0.062416819521879,3.39180018943729,0.00000000718175158986676,0,1,2.41586041208102
BrahmsConcertPart1,File11,c1,c4,H,c1_c4,1.48177259540787,0.0488445320924562,3.71016925364501,0.000000000347603643819969,1,1,2.59597092452644
BrahmsConcertPart1,File11,c1,c5,H,c1_c5,1.47115430063671,0.0520177028805709,3.05714586496631,0.000000162404696912864,0,1,2.26415008280151
BrahmsConcertPart1,File11,c2,c3,H,c2_c3,1.8451027187218,0.00437687451947551,5.16480539246287,0.000000000000000235394852474133,1,1,3.50495405559233
BrahmsConcertPart1,File11,c2,c4,H,c2_c4,1.06462920244532,0.375020658986331,4.0803973839141,0.00000000000974792420368086,0,1,2.57251329317971
BrahmsConcertPart1,File11,c2,c5,H,c2_c5,2.70840272627866,0.00000379344634402688,3.83814330132943,0.000000000101598341837292,1,1,3.27327301380404
BrahmsConcertPart1,File11,c3,c4,H,c3_c4,2.65646435613299,0.00000599887841173447,1.59556267192578,0.0241580647872496,1,1,2.12601351402938
BrahmsConcertPart1,File11,c3,c5,H,c3_c5,4.19548597028144,0.00000000000318235473828409,1.72453255257193,0.0102510204807218,1,1,2.96000926142669
BrahmsConcertPart1,File11,c4,c5,H,c4_c5,4.69200620642887,0.0000000000000246778409391671,2.19067817652985,0.000308254572061,1,1,3.44134219147936
