concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart2,File9,c1,c2,P,c1_c2,1.74292573240405,0.00902933059849691,1.25930077121015,0.163283930654614,1,0,1.5011132518071
BrahmsConcertPart2,File9,c1,c3,P,c1_c3,0.947184845372611,0.548936752647912,0.777436335697652,0.798067724933447,0,0,0.862310590535132
BrahmsConcertPart2,File9,c1,c4,P,c1_c4,0.82501719711921,0.734025837843923,1.14826570056477,0.270029225080637,0,0,0.98664144884199
BrahmsConcertPart2,File9,c1,c5,P,c1_c5,1.00328846066989,0.463167368139466,0.999883200065781,0.468267887092129,0,0,1.00158583036784
BrahmsConcertPart2,File9,c2,c3,P,c2_c3,1.07489347724899,0.361096289607098,1.39768213281956,0.0792976316764816,0,0,1.23628780503428
BrahmsConcertPart2,File9,c2,c4,P,c2_c4,0.890858100229516,0.636244859801717,1.30378877551489,0.130866532702551,0,0,1.0973234378722
BrahmsConcertPart2,File9,c2,c5,P,c2_c5,0.861277030964262,0.681132696086504,0.664302944670981,0.915054211484541,0,0,0.762789987817622
BrahmsConcertPart2,File9,c3,c4,P,c3_c4,1.19821190667406,0.217303213130291,0.947410853464454,0.548586126073248,0,0,1.07281138006926
BrahmsConcertPart2,File9,c3,c5,P,c3_c5,1.26631130372733,0.157800975367258,1.37006203850272,0.092310138457089,0,0,1.31818667111502
BrahmsConcertPart2,File9,c4,c5,P,c4_c5,1.10086909579716,0.327097695043377,0.861185746902883,0.68126920818837,0,0,0.981027421350022
