concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart1,File19,c1,c2,P,c1_c2,1.0382493407837,0.414065563047554,1.32521737050358,0.121431610070186,0,0,1.18173335564364
BrahmsConcertPart1,File19,c1,c3,P,c1_c3,0.96604121932148,0.520451678814888,1.31055986836229,0.130703464872182,0,0,1.13830054384188
BrahmsConcertPart1,File19,c1,c4,P,c1_c4,1.81169246757079,0.00644500713442175,1.48555291864176,0.0509097268106673,1,0,1.64862269310628
BrahmsConcertPart1,File19,c1,c5,P,c1_c5,1.71925434340034,0.0119830547752918,1.36089394243129,0.101081274648261,1,0,1.54007414291581
BrahmsConcertPart1,File19,c2,c3,P,c2_c3,1.64626393249744,0.0192065879276893,3.50213362835129,0.00000000720861585884121,1,1,2.57419878042437
BrahmsConcertPart1,File19,c2,c4,P,c2_c4,1.80151794000335,0.0069083833918394,2.02870815321971,0.00137950366109877,1,1,1.91511304661153
BrahmsConcertPart1,File19,c2,c5,P,c2_c5,1.66608244198111,0.0169255127582497,1.45544446599499,0.0604477460704157,1,0,1.56076345398805
BrahmsConcertPart1,File19,c3,c4,P,c3_c4,1.79866569532049,0.00704380816471995,1.76572277710782,0.00879996828000931,1,1,1.78219423621415
BrahmsConcertPart1,File19,c3,c5,P,c3_c5,1.87494551633377,0.00416034912456613,1.77367164877376,0.00834208255201026,1,1,1.82430858255377
BrahmsConcertPart1,File19,c4,c5,P,c4_c5,1.20546381191546,0.214479368998141,1.62127306406139,0.0224848700852062,0,1,1.41336843798842
