concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart2,File6,c1,c2,H,c1_c2,1.31943296771488,0.124597000026565,0.741055352861581,0.839724894458726,0,0,1.03024416028823
BrahmsConcertPart2,File6,c1,c3,H,c1_c3,1.00816676989361,0.457258159245949,1.02280054787489,0.435934533043199,0,0,1.01548365888425
BrahmsConcertPart2,File6,c1,c4,H,c1_c4,1.28345455448462,0.148898016217523,0.687794720402258,0.893593870290904,0,0,0.985624637443439
BrahmsConcertPart2,File6,c1,c5,H,c1_c5,0.673268762197619,0.9061103495722,0.794589948756217,0.77406313811141,0,0,0.733929355476918
BrahmsConcertPart2,File6,c2,c3,H,c2_c3,0.628373523893316,0.938804892499264,1.6315873921093,0.0208744451763679,0,1,1.12998045800131
BrahmsConcertPart2,File6,c2,c4,H,c2_c4,1.07774744587994,0.359781319955678,0.815046562429834,0.746419562789983,0,0,0.946397004154887
BrahmsConcertPart2,File6,c2,c5,H,c2_c5,1.29500313806035,0.140721306950387,0.959709905902389,0.530034797242198,0,0,1.12735652198137
BrahmsConcertPart2,File6,c3,c4,H,c3_c4,1.04497319219972,0.404399343265568,1.14039240188459,0.282331146757607,0,0,1.09268279704215
BrahmsConcertPart2,File6,c3,c5,H,c3_c5,0.995028952482491,0.476699421100213,1.46146855121625,0.0580836375377623,0,0,1.22824875184937
BrahmsConcertPart2,File6,c4,c5,H,c4_c5,0.843731911042925,0.705772998145788,1.03202217669463,0.42269866454758,0,0,0.937877043868778
