concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart2,File8,c1,c2,H,c1_c2,1.26962577137613,0.158034520992787,0.789799321832445,0.780867110450879,0,0,1.02971254660429
BrahmsConcertPart2,File8,c1,c3,H,c1_c3,0.694066223525388,0.888433166168448,1.5472641941136,0.0344449432610926,0,1,1.12066520881949
BrahmsConcertPart2,File8,c1,c4,H,c1_c4,0.911745062374121,0.603748588994959,1.03739764877614,0.41451769470892,0,0,0.974571355575131
BrahmsConcertPart2,File8,c1,c5,H,c1_c5,0.809210684298904,0.754907386350531,0.748324676621853,0.832000696804005,0,0,0.778767680460378
BrahmsConcertPart2,File8,c2,c3,H,c2_c3,0.941996181507074,0.557114324485828,0.889382436448211,0.638012482968594,0,0,0.915689308977643
BrahmsConcertPart2,File8,c2,c4,H,c2_c4,1.18578523192052,0.2322935449261,1.06520399126951,0.37588141616569,0,0,1.12549461159501
BrahmsConcertPart2,File8,c2,c5,H,c2_c5,0.783612600273577,0.788886717991438,1.33413517705959,0.114530598690322,0,0,1.05887388866658
BrahmsConcertPart2,File8,c3,c4,H,c3_c4,1.2026484993181,0.21565912967839,0.592711958837846,0.958895885406167,0,0,0.897680229077973
BrahmsConcertPart2,File8,c3,c5,H,c3_c5,0.88804379355283,0.640050921018944,1.14923600547307,0.271325559502259,0,0,1.01863989951295
BrahmsConcertPart2,File8,c4,c5,H,c4_c5,0.685057499306106,0.896550736419931,0.906779652709972,0.611384266653134,0,0,0.795918576008039
