concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart1,File17,c1,c2,P,c1_c2,1.506418461692,0.0430078291219509,1.3265969693314,0.117616706835834,1,0,1.4165077155117
BrahmsConcertPart1,File17,c1,c3,P,c1_c3,1.30629149951078,0.130492917958253,1.02444326691698,0.432464069605804,0,0,1.16536738321388
BrahmsConcertPart1,File17,c1,c4,P,c1_c4,0.885534792240768,0.644151469239574,1.11688144547544,0.308087294877469,0,0,1.0012081188581
BrahmsConcertPart1,File17,c1,c5,P,c1_c5,1.37481610675939,0.091142820753982,1.20361576966065,0.213316586194024,0,0,1.28921593821002
BrahmsConcertPart1,File17,c2,c3,P,c2_c3,1.22980787485579,0.189232243304642,1.42261925692414,0.0700069906526817,0,0,1.32621356588996
BrahmsConcertPart1,File17,c2,c4,P,c2_c4,1.22834989897066,0.190518040330044,0.899222882829542,0.623184058243228,0,0,1.0637863909001
BrahmsConcertPart1,File17,c2,c5,P,c2_c5,1.20494649211461,0.212042351813042,0.880590062206707,0.651678882014041,0,0,1.04276827716066
BrahmsConcertPart1,File17,c3,c4,P,c3_c4,1.18212807369801,0.234647629034405,1.41632081044662,0.0725273467115538,0,0,1.29922444207231
BrahmsConcertPart1,File17,c3,c5,P,c3_c5,1.17175956742392,0.245434926293269,0.982199726386812,0.495312716113047,0,0,1.07697964690537
BrahmsConcertPart1,File17,c4,c5,P,c4_c5,1.06928677421586,0.369464327042889,1.66958115469611,0.0153667022618795,0,1,1.36943396445598
