concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart2,File7,c1,c2,P,c1_c2,1.34025237883788,0.107803679530879,0.875912061334697,0.659193692580501,0,0,1.10808222008629
BrahmsConcertPart2,File7,c1,c3,P,c1_c3,0.865983297398398,0.674214260592914,0.785655281971481,0.787770592123341,0,0,0.825819289684939
BrahmsConcertPart2,File7,c1,c4,P,c1_c4,0.684040880645105,0.898956993632557,0.899139844814308,0.623569658258551,0,0,0.791590362729707
BrahmsConcertPart2,File7,c1,c5,P,c1_c5,1.30720031972312,0.128094228116814,1.11259013326059,0.31197216687366,0,0,1.20989522649185
BrahmsConcertPart2,File7,c2,c3,P,c2_c3,1.4293661422004,0.0658876868521822,0.945389696487953,0.551691748716435,0,0,1.18737791934418
BrahmsConcertPart2,File7,c2,c4,P,c2_c4,1.08405142318474,0.348554887175606,0.643777640592541,0.930363642826605,0,0,0.863914531888641
BrahmsConcertPart2,File7,c2,c5,P,c2_c5,0.907182792495272,0.611120177435009,1.00702151108073,0.457417258297511,0,0,0.957102151788001
BrahmsConcertPart2,File7,c3,c4,P,c3_c4,1.28037196433684,0.146712621159743,0.977902740168417,0.501466937635484,0,0,1.12913735225263
BrahmsConcertPart2,File7,c3,c5,P,c3_c5,0.916835259639164,0.59613131250633,0.84099755103529,0.711250478121311,0,0,0.878916405337227
BrahmsConcertPart2,File7,c4,c5,P,c4_c5,1.41381452874488,0.0719981682793854,1.14724103232428,0.270744019812106,0,0,1.28052778053458
