concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart1,File10,c1,c2,P,c1_c2,0.915388554444232,0.598424789915821,1.78455620009364,0.00650558717423327,0,1,1.34997237726894
BrahmsConcertPart1,File10,c1,c3,P,c1_c3,0.513455148771687,0.98633763180555,0.9584635678247,0.53133654923453,0,0,0.735959358298193
BrahmsConcertPart1,File10,c1,c4,P,c1_c4,1.49500970940822,0.0443541522702357,0.984644544222411,0.491026184848501,1,0,1.23982712681532
BrahmsConcertPart1,File10,c1,c5,P,c1_c5,2.44575562214335,0.0000333984157729295,1.25528248167913,0.165377545428904,1,0,1.85051905191124
BrahmsConcertPart1,File10,c2,c3,P,c2_c3,0.969360278181052,0.514482604454055,0.680017953320157,0.902697648619984,0,0,0.824689115750604
BrahmsConcertPart1,File10,c2,c4,P,c2_c4,0.643263059077643,0.930951804106073,0.71654716554262,0.868489986145614,0,0,0.679905112310132
BrahmsConcertPart1,File10,c2,c5,P,c2_c5,1.2702923049261,0.153635992789192,0.801596722163114,0.766923214029965,0,0,1.03594451354461
BrahmsConcertPart1,File10,c3,c4,P,c3_c4,0.957180725935603,0.533326344648671,0.724068321682697,0.860700502975292,0,0,0.84062452380915
BrahmsConcertPart1,File10,c3,c5,P,c3_c5,1.02278228298001,0.433874115607693,1.25053743138214,0.169227987368833,0,0,1.13665985718107
BrahmsConcertPart1,File10,c4,c5,P,c4_c5,1.14920372931953,0.268002993385862,1.00079530871715,0.46654738582073,0,0,1.07499951901834
