data_file,Texture,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,M1 stationarity p,M2 stationarity p
BrahmsConcertPart1_File5_c1_c2_GrangerOutput.txt,P,3.01341431540042,4.08085763316836e-07,1.44407633836654,0.0634460678012109,0.01,0.01
BrahmsConcertPart1_File5_c1_c3_GrangerOutput.txt,P,1.33421517457898,0.114826002208533,2.19421636532805,0.000368337488535021,0.01,0.01
BrahmsConcertPart1_File5_c1_c4_GrangerOutput.txt,P,1.2485456425577,0.175095302573855,1.02043467252753,0.439040027402102,0.01,0.01
BrahmsConcertPart1_File5_c1_c5_GrangerOutput.txt,P,1.51070650813491,0.0431496490300992,1.77503472443034,0.00796212309599294,0.01,0.01
BrahmsConcertPart1_File5_c2_c3_GrangerOutput.txt,P,0.66108252464731,0.91621306795286,2.90661724062823,1.02936638785594e-06,0.01,0.01
BrahmsConcertPart1_File5_c2_c4_GrangerOutput.txt,P,1.58679541093353,0.0271936501415604,1.03635073624951,0.416173108972172,0.01,0.01
BrahmsConcertPart1_File5_c2_c5_GrangerOutput.txt,P,3.68193539628315,1.0801808653791e-09,3.09460143168116,2.00912417312118e-07,0.01,0.01
BrahmsConcertPart1_File5_c3_c4_GrangerOutput.txt,P,1.92516955872079,0.0027747159836183,0.857346057653231,0.686079960169059,0.01,0.01
BrahmsConcertPart1_File5_c3_c5_GrangerOutput.txt,P,1.86445052699053,0.00428013028635465,0.944567434452402,0.553174081748509,0.01,0.01
BrahmsConcertPart1_File5_c4_c5_GrangerOutput.txt,P,1.4855378955119,0.0500210398614827,2.93354241715355,8.15845765230655e-07,0.01,0.01
