concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart2,File13,c1,c2,H,c1_c2,1.27453162754377,0.148371035057645,1.20743477568602,0.205331056871461,0,0,1.24098320161489
BrahmsConcertPart2,File13,c1,c3,H,c1_c3,1.13711944686445,0.280183216091511,1.23445849130936,0.18072638599508,0,0,1.18578896908691
BrahmsConcertPart2,File13,c1,c4,H,c1_c4,1.50970779647245,0.0391959920590764,0.942118691471981,0.556662998636903,1,0,1.22591324397222
BrahmsConcertPart2,File13,c1,c5,H,c1_c5,2.01841937757986,0.00101524565010506,1.43123952199082,0.0630172119030756,1,0,1.72482944978534
BrahmsConcertPart2,File13,c2,c3,H,c2_c3,0.768332019594746,0.81098540065365,0.767760078382223,0.811691927191316,0,0,0.768046048988484
BrahmsConcertPart2,File13,c2,c4,H,c2_c4,1.18390584882814,0.228631499594309,1.13915880570693,0.27779281705738,0,0,1.16153232726754
BrahmsConcertPart2,File13,c2,c5,H,c2_c5,0.596982704698604,0.958623148713422,1.1587355547896,0.255506548173536,0,0,0.877859129744102
BrahmsConcertPart2,File13,c3,c4,H,c3_c4,0.903682818501017,0.6168756965394,0.881183711535262,0.651731136470227,0,0,0.892433265018139
BrahmsConcertPart2,File13,c3,c5,H,c3_c5,0.929661971219883,0.576203344504088,0.956956372065098,0.533443475876441,0,0,0.943309171642491
BrahmsConcertPart2,File13,c4,c5,H,c4_c5,1.07579036030509,0.3578606255319,1.12290692899923,0.297197221012407,0,0,1.09934864465216
