data_file,Texture,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,M1 stationarity p,M2 stationarity p
BrahmsConcertPart2_File7_c1_c2_GrangerOutput.txt,P,1.34025237883788,0.107803679530879,0.875912061334697,0.659193692580501,0.01,0.01
BrahmsConcertPart2_File7_c1_c3_GrangerOutput.txt,P,0.865983297398398,0.674214260592914,0.785655281971481,0.787770592123341,0.01,0.01
BrahmsConcertPart2_File7_c1_c4_GrangerOutput.txt,P,0.684040880645105,0.898956993632557,0.899139844814308,0.623569658258551,0.01,0.01
BrahmsConcertPart2_File7_c1_c5_GrangerOutput.txt,P,1.30720031972312,0.128094228116814,1.11259013326059,0.31197216687366,0.01,0.0238420825203057
BrahmsConcertPart2_File7_c2_c3_GrangerOutput.txt,P,1.4293661422004,0.0658876868521822,0.945389696487953,0.551691748716435,0.01,0.01
BrahmsConcertPart2_File7_c2_c4_GrangerOutput.txt,P,1.08405142318474,0.348554887175606,0.643777640592541,0.930363642826605,0.01,0.01
BrahmsConcertPart2_File7_c2_c5_GrangerOutput.txt,P,0.907182792495272,0.611120177435009,1.00702151108073,0.457417258297511,0.01,0.0238420825203057
BrahmsConcertPart2_File7_c3_c4_GrangerOutput.txt,P,1.28037196433684,0.146712621159743,0.977902740168417,0.501466937635484,0.01,0.01
BrahmsConcertPart2_File7_c3_c5_GrangerOutput.txt,P,0.916835259639164,0.59613131250633,0.84099755103529,0.711250478121311,0.01,0.0238420825203057
BrahmsConcertPart2_File7_c4_c5_GrangerOutput.txt,P,1.41381452874488,0.0719981682793854,1.14724103232428,0.270744019812106,0.01,0.0238420825203057
