concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart2,File5,c1,c2,H,c1_c2,0.583493902458786,0.964646427374272,0.809231257794003,0.757180457298916,0,0,0.696362580126394
BrahmsConcertPart2,File5,c1,c3,H,c1_c3,0.958208520682035,0.531548077317708,0.68009429428463,0.903339914444807,0,0,0.819151407483332
BrahmsConcertPart2,File5,c1,c4,H,c1_c4,0.613277867794055,0.950040213389038,1.02501532733851,0.42993563383523,0,0,0.819146597566283
BrahmsConcertPart2,File5,c1,c5,H,c1_c5,1.13302805972215,0.285434468318545,1.67488601579006,0.0134008282118925,0,1,1.40395703775611
BrahmsConcertPart2,File5,c2,c3,H,c2_c3,0.897218607983213,0.62686277762651,1.48276892108834,0.0466402888416541,0,1,1.18999376453578
BrahmsConcertPart2,File5,c2,c4,H,c2_c4,0.891922984125523,0.635069761838124,0.971468737551919,0.510951688429311,0,0,0.931695860838721
BrahmsConcertPart2,File5,c2,c5,H,c2_c5,0.557801395378492,0.974529445007298,0.817703322211841,0.745400882669591,0,0,0.687752358795167
BrahmsConcertPart2,File5,c3,c4,H,c3_c4,0.82262544403079,0.738462113709109,0.93939697873876,0.560945919858943,0,0,0.881011211384775
BrahmsConcertPart2,File5,c3,c5,H,c3_c5,1.30111149193381,0.130009319889807,0.773726165158214,0.804020234268247,0,0,1.03741882854601
BrahmsConcertPart2,File5,c4,c5,H,c4_c5,1.0341094551669,0.416657758999909,0.919038474138787,0.5928335387819,0,0,0.976573964652844
