concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart2,File18,c1,c2,H,c1_c2,1.25261137460145,0.172527350573889,1.22191363477685,0.19880115814383,0,0,1.23726250468915
BrahmsConcertPart2,File18,c1,c3,H,c1_c3,0.897244679017671,0.625840400999701,0.847378043686167,0.700472766195963,0,0,0.872311361351919
BrahmsConcertPart2,File18,c1,c4,H,c1_c4,0.926619328135947,0.58079916220312,1.44462679100462,0.0638828744517437,0,0,1.18562305957028
BrahmsConcertPart2,File18,c1,c5,H,c1_c5,1.29919832458586,0.13781256676606,1.39731146040477,0.0828972939492219,0,0,1.34825489249532
BrahmsConcertPart2,File18,c2,c3,H,c2_c3,0.693391716001576,0.88853097089455,1.7503110862731,0.00962541080957036,0,1,1.22185140113734
BrahmsConcertPart2,File18,c2,c4,H,c2_c4,0.972553978580785,0.510491334576963,1.19689346485364,0.222319729006577,0,0,1.08472372171721
BrahmsConcertPart2,File18,c2,c5,H,c2_c5,1.5217635445942,0.0409044957167632,1.35312751169249,0.104812419496012,1,0,1.43744552814334
BrahmsConcertPart2,File18,c3,c4,H,c3_c4,1.41444328310682,0.0755341434349263,1.4917547788889,0.0488034099787838,0,1,1.45309903099786
BrahmsConcertPart2,File18,c3,c5,H,c3_c5,1.26208812619645,0.164999435881042,1.95461436525377,0.0023195872421595,0,1,1.60835124572511
BrahmsConcertPart2,File18,c4,c5,H,c4_c5,1.56695775488019,0.0311856436892647,0.900868058276126,0.620307338836422,1,0,1.23391290657816
