data_file,Texture,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,M1 stationarity p,M2 stationarity p
BrahmsConcertPart2_File3_c1_c2_GrangerOutput.txt,H,1.38459286453869,0.0871802436633821,2.69119624005247,5.74207553848611e-06,0.01,0.01
BrahmsConcertPart2_File3_c1_c3_GrangerOutput.txt,H,1.84683062105901,0.00467429052503282,2.65574501282239,7.77226318082997e-06,0.01,0.01
BrahmsConcertPart2_File3_c1_c4_GrangerOutput.txt,H,1.28245967737426,0.147840293790153,2.53801997464341,2.10254666848784e-05,0.01,0.01
BrahmsConcertPart2_File3_c1_c5_GrangerOutput.txt,H,1.05556108431647,0.388723435288976,2.56739685723897,1.6427063083161e-05,0.01,0.01
BrahmsConcertPart2_File3_c2_c3_GrangerOutput.txt,H,1.72149853322959,0.0111115434352935,1.41063074115255,0.0755857022247985,0.01,0.01
BrahmsConcertPart2_File3_c2_c4_GrangerOutput.txt,H,1.76723423893293,0.00814452283544071,1.56789083328113,0.0299963797228981,0.01,0.01
BrahmsConcertPart2_File3_c2_c5_GrangerOutput.txt,H,2.70356482571594,5.16489212429078e-06,2.3930609007848,6.99073934280528e-05,0.01,0.01
BrahmsConcertPart2_File3_c3_c4_GrangerOutput.txt,H,1.62607776444634,0.0207908832744449,1.62799984647218,0.0205363868527163,0.01,0.01
BrahmsConcertPart2_File3_c3_c5_GrangerOutput.txt,H,1.73106381676022,0.0104181350795921,2.70340007122824,5.17219094639156e-06,0.01,0.01
BrahmsConcertPart2_File3_c4_c5_GrangerOutput.txt,H,2.41521516454783,5.8289508761489e-05,2.11656477733639,0.00063212812470405,0.01,0.01
