concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart1,File16,c1,c2,P,c1_c2,1.09720158822998,0.334279690629515,1.57935774379147,0.0286836728003179,0,1,1.33827966601073
BrahmsConcertPart1,File16,c1,c3,P,c1_c3,1.39055734775427,0.0856103146516237,0.860535035975979,0.681257402702243,0,0,1.12554619186512
BrahmsConcertPart1,File16,c1,c4,P,c1_c4,0.732295007088312,0.849632777842258,1.01868182948239,0.441727266346586,0,0,0.875488418285351
BrahmsConcertPart1,File16,c1,c5,P,c1_c5,0.775001105410973,0.799497237402302,1.59898187644207,0.0253853998402583,0,1,1.18699149092652
BrahmsConcertPart1,File16,c2,c3,P,c2_c3,0.827712655063257,0.72888031828788,0.712299221985367,0.87054873740482,0,0,0.770005938524312
BrahmsConcertPart1,File16,c2,c4,P,c2_c4,0.912525363463552,0.602488452082417,0.984263186559826,0.492708253292236,0,0,0.948394275011689
BrahmsConcertPart1,File16,c2,c5,P,c2_c5,1.08242169302277,0.353349186242803,1.50920603688513,0.0437755704890805,0,1,1.29581386495395
BrahmsConcertPart1,File16,c3,c4,P,c3_c4,1.07152210089532,0.36779124532171,1.17233073611313,0.246831256793875,0,0,1.12192641850423
BrahmsConcertPart1,File16,c3,c5,P,c3_c5,1.30222232081861,0.135364460470233,1.23774995220442,0.184500623117605,0,0,1.26998613651151
BrahmsConcertPart1,File16,c4,c5,P,c4_c5,0.854324257687978,0.69043319683102,1.02013756579975,0.43961319518493,0,0,0.937230911743864
