concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart3,File3,c1,c2,P,c1_c2,0.954092256917536,0.538763276373653,1.13861137264073,0.285553634058841,0,0,1.04635181477913
BrahmsConcertPart3,File3,c1,c3,P,c1_c3,0.827105432166711,0.729042705639211,2.17304634078147,0.000496982811397813,0,1,1.50007588647409
BrahmsConcertPart3,File3,c1,c4,P,c1_c4,1.58071927852562,0.0294473610342913,0.785195249473994,0.785676210381458,1,0,1.18295726399981
BrahmsConcertPart3,File3,c1,c5,P,c1_c5,0.805469568331153,0.758914174676449,1.45488861136026,0.0614140304752936,0,0,1.13017908984571
BrahmsConcertPart3,File3,c2,c3,P,c2_c3,0.881837896667231,0.648952835435984,0.883085961981938,0.647072538512754,0,0,0.882461929324585
BrahmsConcertPart3,File3,c2,c4,P,c2_c4,1.65270027343114,0.0188535799444447,1.1908168938893,0.229638451636802,1,0,1.42175858366022
BrahmsConcertPart3,File3,c2,c5,P,c2_c5,1.37298276597194,0.095767178602477,1.96670950239522,0.00226172019747557,0,1,1.66984613418358
BrahmsConcertPart3,File3,c3,c4,P,c3_c4,1.4649627121893,0.0580347872001784,0.811341600405438,0.750932293052848,0,0,1.13815215629737
BrahmsConcertPart3,File3,c3,c5,P,c3_c5,0.86085808834698,0.680263773893718,0.817398126992941,0.742599235549754,0,0,0.83912810766996
BrahmsConcertPart3,File3,c4,c5,P,c4_c5,0.709159692629494,0.872782309180534,1.08528474598523,0.350834426817636,0,0,0.897222219307362
