concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart2,File17,c1,c2,H,c1_c2,1.60177880150109,0.0244223119729835,1.2986071900925,0.136783117229774,1,0,1.4501929957968
BrahmsConcertPart2,File17,c1,c3,H,c1_c3,1.45763481934026,0.0582113575651496,1.68938750242276,0.0138762064582134,0,1,1.57351116088151
BrahmsConcertPart2,File17,c1,c4,H,c1_c4,3.0509745221172,0.00000026225878806976,1.29141078546837,0.141761376458024,1,0,2.17119265379279
BrahmsConcertPart2,File17,c1,c5,H,c1_c5,1.26697321702275,0.159735036979529,1.1974109494887,0.220417046314757,0,0,1.23219208325572
BrahmsConcertPart2,File17,c2,c3,H,c2_c3,1.69790873380228,0.013115837939415,2.45426384457901,0.0000434721308031473,1,1,2.07608628919064
BrahmsConcertPart2,File17,c2,c4,H,c2_c4,2.35168130289897,0.000100482245047797,1.83971815158213,0.00497052181030028,1,1,2.09569972724055
BrahmsConcertPart2,File17,c2,c5,H,c2_c5,1.48558497152081,0.049508502633705,2.22821666511217,0.000269658286969278,1,1,1.85690081831649
BrahmsConcertPart2,File17,c3,c4,H,c3_c4,3.20786910533713,0.0000000651590066334762,1.81659732594226,0.00584562743953431,1,1,2.5122332156397
BrahmsConcertPart2,File17,c3,c5,H,c3_c5,1.78016117306518,0.0075249078135031,2.47416530572514,0.0000368877718086762,1,1,2.12716323939516
BrahmsConcertPart2,File17,c4,c5,H,c4_c5,2.03178006301559,0.00122615610445959,6.55723250346759,0.00000000000000000000291933496375213,1,1,4.29450628324159
