Concert,Phrase,Musician1,Musician2,Texture,Pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF,Melody Instrument
BrahmsConcertPart2,File3,m1,m5,H,m1_m5,1.055561084,0.388723435,2.567396857,1.64E-05,0,1,1.811478971,m5
BrahmsConcertPart2,File3,m2,m3,H,m2_m3,1.721498533,0.011111543,1.410630741,0.075585702,1,0,1.566064637,m5
BrahmsConcertPart2,File3,m2,m4,H,m2_m4,1.767234239,0.008144523,1.567890833,0.02999638,1,1,1.667562536,m5
BrahmsConcertPart2,File3,m2,m5,H,m2_m5,2.703564826,5.16E-06,2.393060901,6.99E-05,1,1,2.548312863,m5
BrahmsConcertPart2,File3,m3,m4,H,m3_m4,1.626077764,0.020790883,1.627999846,0.020536387,1,1,1.627038805,m5
BrahmsConcertPart2,File3,m3,m5,H,m3_m5,1.731063817,0.010418135,2.703400071,5.17E-06,1,1,2.217231944,m5
BrahmsConcertPart2,File3,m4,m5,H,m4_m5,2.415215165,5.83E-05,2.116564777,0.000632128,1,1,2.265889971,m5
BrahmsConcertPart3,File3,m1,m2,P,m1_m2,0.954092257,0.538763276,1.138611373,0.285553634,0,0,1.046351815,Mixed
BrahmsConcertPart3,File3,m1,m3,P,m1_m3,0.827105432,0.729042706,2.173046341,0.000496983,0,1,1.500075886,Mixed
BrahmsConcertPart3,File3,m1,m4,P,m1_m4,1.580719279,0.029447361,0.785195249,0.78567621,1,0,1.182957264,Mixed
BrahmsConcertPart3,File3,m1,m5,P,m1_m5,0.805469568,0.758914175,1.454888611,0.06141403,0,0,1.13017909,Mixed
BrahmsConcertPart3,File3,m2,m3,P,m2_m3,0.881837897,0.648952835,0.883085962,0.647072539,0,0,0.882461929,Mixed
BrahmsConcertPart3,File3,m2,m4,P,m2_m4,1.652700273,0.01885358,1.190816894,0.229638452,1,0,1.421758584,Mixed
BrahmsConcertPart3,File3,m2,m5,P,m2_m5,1.372982766,0.095767179,1.966709502,0.00226172,0,1,1.669846134,Mixed
BrahmsConcertPart3,File3,m3,m4,P,m3_m4,1.464962712,0.058034787,0.8113416,0.750932293,0,0,1.138152156,Mixed
BrahmsConcertPart3,File3,m3,m5,P,m3_m5,0.860858088,0.680263774,0.817398127,0.742599236,0,0,0.839128108,Mixed
BrahmsConcertPart3,File3,m4,m5,P,m4_m5,0.709159693,0.872782309,1.085284746,0.350834427,0,0,0.897222219,Mixed
BrahmsConcertPart1,File4,m1,m2,H,m1_m2,0.891941407,0.634315243,2.371353388,7.96E-05,0,1,1.631647397,m5
BrahmsConcertPart1,File4,m1,m3,H,m1_m3,1.345717345,0.106700421,1.183944388,0.233032591,0,0,1.264830866,m5
BrahmsConcertPart1,File4,m1,m4,H,m1_m4,1.456957953,0.057751378,1.293302094,0.139562958,0,0,1.375130024,m5
BrahmsConcertPart1,File4,m1,m5,H,m1_m5,0.913602997,0.600985694,2.426398768,5.05E-05,0,1,1.670000882,m5
BrahmsConcertPart1,File4,m2,m3,H,m2_m3,1.617348879,0.021715469,1.257725664,0.166097872,1,0,1.437537271,m5
BrahmsConcertPart1,File4,m2,m4,H,m2_m4,0.696691284,0.886572868,1.983538257,0.001686132,0,1,1.340114771,m5
BrahmsConcertPart1,File4,m2,m5,H,m2_m5,0.925260632,0.582957233,2.261159048,0.000194931,0,1,1.59320984,m5
BrahmsConcertPart1,File4,m3,m4,H,m3_m4,1.283381337,0.146603919,1.760244573,0.008397783,0,1,1.521812955,m5
BrahmsConcertPart1,File4,m3,m5,H,m3_m5,0.495125028,0.989504687,0.734041531,0.848670363,0,0,0.614583279,m5
BrahmsConcertPart1,File4,m4,m5,H,m4_m5,0.503627551,0.987957981,1.334819011,0.112955929,0,0,0.919223281,m5
BrahmsConcertPart1,File5,m1,m2,P,m1_m2,3.013414315,4.08E-07,1.444076338,0.063446068,1,0,2.228745327,Mixed
BrahmsConcertPart1,File5,m1,m3,P,m1_m3,1.334215175,0.114826002,2.194216365,0.000368337,0,1,1.76421577,Mixed
BrahmsConcertPart1,File5,m1,m4,P,m1_m4,1.248545643,0.175095303,1.020434673,0.439040027,0,0,1.134490158,Mixed
BrahmsConcertPart1,File5,m1,m5,P,m1_m5,1.510706508,0.043149649,1.775034724,0.007962123,1,1,1.642870616,Mixed
BrahmsConcertPart1,File5,m2,m3,P,m2_m3,0.661082525,0.916213068,2.906617241,1.03E-06,0,1,1.783849883,Mixed
BrahmsConcertPart1,File5,m2,m4,P,m2_m4,1.586795411,0.02719365,1.036350736,0.416173109,1,0,1.311573074,Mixed
BrahmsConcertPart1,File5,m2,m5,P,m2_m5,3.681935396,1.08E-09,3.094601432,2.01E-07,1,1,3.388268414,Mixed
BrahmsConcertPart1,File5,m3,m4,P,m3_m4,1.925169559,0.002774716,0.857346058,0.68607996,1,0,1.391257808,Mixed
BrahmsConcertPart1,File5,m3,m5,P,m3_m5,1.864450527,0.00428013,0.944567434,0.553174082,1,0,1.404508981,Mixed
BrahmsConcertPart1,File5,m4,m5,P,m4_m5,1.485537896,0.05002104,2.933542417,8.16E-07,0,1,2.209540156,Mixed
BrahmsConcertPart2,File5,m1,m2,H,m1_m2,0.583493902,0.964646427,0.809231258,0.757180457,0,0,0.69636258,m5
BrahmsConcertPart2,File5,m1,m3,H,m1_m3,0.958208521,0.531548077,0.680094294,0.903339914,0,0,0.819151407,m5
BrahmsConcertPart2,File5,m1,m4,H,m1_m4,0.613277868,0.950040213,1.025015327,0.429935634,0,0,0.819146598,m5
BrahmsConcertPart2,File5,m1,m5,H,m1_m5,1.13302806,0.285434468,1.674886016,0.013400828,0,1,1.403957038,m5
BrahmsConcertPart2,File5,m2,m3,H,m2_m3,0.897218608,0.626862778,1.482768921,0.046640289,0,1,1.189993765,m5
BrahmsConcertPart2,File5,m2,m4,H,m2_m4,0.891922984,0.635069762,0.971468738,0.510951688,0,0,0.931695861,m5
BrahmsConcertPart2,File5,m2,m5,H,m2_m5,0.557801395,0.974529445,0.817703322,0.745400883,0,0,0.687752359,m5
BrahmsConcertPart2,File5,m3,m4,H,m3_m4,0.822625444,0.738462114,0.939396979,0.56094592,0,0,0.881011211,m5
BrahmsConcertPart2,File5,m3,m5,H,m3_m5,1.301111492,0.13000932,0.773726165,0.804020234,0,0,1.037418829,m5
BrahmsConcertPart2,File5,m4,m5,H,m4_m5,1.034109455,0.416657759,0.919038474,0.592833539,0,0,0.976573965,m5
BrahmsConcertPart3,File5,m1,m2,P,m1_m2,1.25694361,0.169973304,1.580054274,0.029284043,0,1,1.418498942,Mixed
BrahmsConcertPart3,File5,m1,m3,P,m1_m3,1.73521677,0.010926995,1.772993082,0.008500293,1,1,1.754104926,Mixed
BrahmsConcertPart3,File5,m1,m4,P,m1_m4,1.631050151,0.021362673,1.223127395,0.198623519,1,0,1.427088773,Mixed
BrahmsConcertPart3,File5,m1,m5,P,m1_m5,1.106093714,0.324048107,1.782848662,0.007955972,0,1,1.444471188,Mixed
BrahmsConcertPart3,File5,m2,m3,P,m2_m3,1.670236303,0.016666723,0.881777799,0.649147141,1,0,1.276007051,Mixed
BrahmsConcertPart3,File5,m2,m4,P,m2_m4,1.094929577,0.338093392,1.278652132,0.15331139,0,0,1.186790855,Mixed
BrahmsConcertPart3,File5,m2,m5,P,m2_m5,1.149218729,0.273100734,1.022235525,0.437122794,0,0,1.085727127,Mixed
BrahmsConcertPart3,File5,m3,m4,P,m3_m4,0.997816138,0.472826215,1.450284421,0.062606613,0,0,1.224050279,Mixed
BrahmsConcertPart3,File5,m3,m5,P,m3_m5,1.079655981,0.357848218,1.569778973,0.031171434,0,1,1.324717477,Mixed
BrahmsConcertPart3,File5,m4,m5,P,m4_m5,1.620099822,0.022876599,1.055115253,0.390820586,1,0,1.337607538,Mixed
BrahmsConcertPart2,File6,m1,m2,H,m1_m2,1.319432968,0.124597,0.741055353,0.839724894,0,0,1.03024416,m5
BrahmsConcertPart2,File6,m1,m3,H,m1_m3,1.00816677,0.457258159,1.022800548,0.435934533,0,0,1.015483659,m5
BrahmsConcertPart2,File6,m1,m4,H,m1_m4,1.283454554,0.148898016,0.68779472,0.89359387,0,0,0.985624637,m5
BrahmsConcertPart2,File6,m1,m5,H,m1_m5,0.673268762,0.90611035,0.794589949,0.774063138,0,0,0.733929355,m5
BrahmsConcertPart2,File6,m2,m3,H,m2_m3,0.628373524,0.938804892,1.631587392,0.020874445,0,1,1.129980458,m5
BrahmsConcertPart2,File6,m2,m4,H,m2_m4,1.077747446,0.35978132,0.815046562,0.746419563,0,0,0.946397004,m5
BrahmsConcertPart2,File6,m2,m5,H,m2_m5,1.295003138,0.140721307,0.959709906,0.530034797,0,0,1.127356522,m5
BrahmsConcertPart2,File6,m3,m4,H,m3_m4,1.044973192,0.404399343,1.140392402,0.282331147,0,0,1.092682797,m5
BrahmsConcertPart2,File6,m3,m5,H,m3_m5,0.995028952,0.476699421,1.461468551,0.058083638,0,0,1.228248752,m5
BrahmsConcertPart2,File6,m4,m5,H,m4_m5,0.843731911,0.705772998,1.032022177,0.422698665,0,0,0.937877044,m5
BrahmsConcertPart1,File7,m1,m2,H,m1_m2,0.510560221,0.986975443,0.709731232,0.875458342,0,0,0.610145727,m5
BrahmsConcertPart1,File7,m1,m3,H,m1_m3,0.983498986,0.492713539,0.879517313,0.653892344,0,0,0.93150815,m5
BrahmsConcertPart1,File7,m1,m4,H,m1_m4,0.511889843,0.986702058,1.602649919,0.022417384,0,1,1.057269881,m5
BrahmsConcertPart1,File7,m1,m5,H,m1_m5,0.597839268,0.957661894,1.744683453,0.008557589,0,1,1.17126136,m5
BrahmsConcertPart1,File7,m2,m3,H,m2_m3,0.884331275,0.64652204,1.265797965,0.156820196,0,0,1.07506462,m5
BrahmsConcertPart1,File7,m2,m4,H,m2_m4,1.142256954,0.275723642,1.305981767,0.128051924,0,0,1.22411936,m5
BrahmsConcertPart1,File7,m2,m5,H,m2_m5,0.503604713,0.988335305,0.925472221,0.582718781,0,0,0.714538467,m5
BrahmsConcertPart1,File7,m3,m4,H,m3_m4,0.945265897,0.551834451,1.408369249,0.073514768,0,0,1.176817573,m5
BrahmsConcertPart1,File7,m3,m5,H,m3_m5,0.785253995,0.788686852,1.565206099,0.028536015,0,1,1.175230047,m5
BrahmsConcertPart1,File7,m4,m5,H,m4_m5,1.124279493,0.296976794,0.9341005,0.569251207,0,0,1.029189996,m5
