concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart1,File3,c1,c2,H,c1_c2,0.959870296076292,0.529139052316727,1.58300995136775,0.0255263510006112,0,1,1.27144012372202
BrahmsConcertPart1,File3,c1,c3,H,c1_c3,1.35897886016584,0.0968444057127184,1.66979447967679,0.0143948650566677,0,1,1.51438666992131
BrahmsConcertPart1,File3,c1,c4,H,c1_c4,1.15838051574739,0.257619945758912,1.62408282423139,0.0195336960125808,0,1,1.39123166998939
BrahmsConcertPart1,File3,c1,c5,H,c1_c5,1.38335818967067,0.0847160849540568,0.981093584397507,0.496423265031548,0,0,1.18222588703409
BrahmsConcertPart1,File3,c2,c3,H,c2_c3,1.64355292156287,0.0171681919501447,1.25187536774412,0.168001988484896,1,0,1.44771414465349
BrahmsConcertPart1,File3,c2,c4,H,c2_c4,1.39192683432775,0.0807675686671675,1.87778007935149,0.00328234809744177,0,1,1.63485345683962
BrahmsConcertPart1,File3,c2,c5,H,c2_c5,1.71901770996343,0.0102756300469115,1.57235273178428,0.0273320548634007,1,1,1.64568522087386
BrahmsConcertPart1,File3,c3,c4,H,c3_c4,1.88795665646723,0.00304290810932321,1.18069862171797,0.233747379806985,1,0,1.5343276390926
BrahmsConcertPart1,File3,c3,c5,H,c3_c5,1.75488614181921,0.0079958639802261,1.28674014765065,0.141386491440967,1,0,1.52081314473493
BrahmsConcertPart1,File3,c4,c5,H,c4_c5,1.43631682465062,0.0627163245430122,1.08483432245329,0.347032777993041,0,0,1.26057557355196
