concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart1,File1,c1,c2,P,c1_c2,0.958289283390691,0.532068421466171,1.37942436176894,0.0902384974081631,0,0,1.16885682257982
BrahmsConcertPart1,File1,c1,c3,P,c1_c3,0.647904455401483,0.926149229616626,1.13210609479215,0.291007795835465,0,0,0.890005275096816
BrahmsConcertPart1,File1,c1,c4,P,c1_c4,0.467089682168879,0.993436215482536,0.748212996206647,0.832129586035808,0,0,0.607651339187763
BrahmsConcertPart1,File1,c1,c5,P,c1_c5,0.486868681037751,0.990726442685593,0.949101670956701,0.546176286518733,0,0,0.717985175997226
BrahmsConcertPart1,File1,c2,c3,P,c2_c3,0.957870013843526,0.532711139732343,1.26546636959598,0.161230089186525,0,0,1.11166819171975
BrahmsConcertPart1,File1,c2,c4,P,c2_c4,0.982479509391963,0.495232144140162,1.32752187697005,0.118488893846653,0,0,1.15500069318101
BrahmsConcertPart1,File1,c2,c5,P,c2_c5,1.08166104420374,0.353885190450793,1.681200217334,0.0147673918667844,0,1,1.38143063076887
BrahmsConcertPart1,File1,c3,c4,P,c3_c4,1.69697458909675,0.013311780324488,1.18209186042398,0.236052790630522,1,0,1.43953322476036
BrahmsConcertPart1,File1,c3,c5,P,c3_c5,1.16234809446724,0.256855351541654,1.16172378645917,0.257532513418699,0,0,1.16203594046321
BrahmsConcertPart1,File1,c4,c5,P,c4_c5,0.600300698536797,0.955149194539727,1.17305107034261,0.245430775280117,0,0,0.886675884439704
