data_file,Texture,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,M1 stationarity p,M2 stationarity p
BrahmsConcertPart3_File3_c1_c2_GrangerOutput.txt,P,0.954092256917536,0.538763276373653,1.13861137264073,0.285553634058841,0.01,0.0434798229608519
BrahmsConcertPart3_File3_c1_c3_GrangerOutput.txt,P,0.827105432166711,0.729042705639211,2.17304634078147,0.000496982811397813,0.01,0.0430227987532029
BrahmsConcertPart3_File3_c1_c4_GrangerOutput.txt,P,1.58071927852562,0.0294473610342913,0.785195249473994,0.785676210381458,0.01,0.0319665613625798
BrahmsConcertPart3_File3_c1_c5_GrangerOutput.txt,P,0.805469568331153,0.758914174676449,1.45488861136026,0.0614140304752936,0.01,0.01
BrahmsConcertPart3_File3_c2_c3_GrangerOutput.txt,P,0.881837896667231,0.648952835435984,0.883085961981938,0.647072538512754,0.0434798229608519,0.0430227987532029
BrahmsConcertPart3_File3_c2_c4_GrangerOutput.txt,P,1.65270027343114,0.0188535799444447,1.1908168938893,0.229638451636802,0.0434798229608519,0.0319665613625798
BrahmsConcertPart3_File3_c2_c5_GrangerOutput.txt,P,1.37298276597194,0.095767178602477,1.96670950239522,0.00226172019747557,0.0434798229608519,0.01
BrahmsConcertPart3_File3_c3_c4_GrangerOutput.txt,P,1.4649627121893,0.0580347872001784,0.811341600405438,0.750932293052848,0.0430227987532029,0.0319665613625798
BrahmsConcertPart3_File3_c3_c5_GrangerOutput.txt,P,0.86085808834698,0.680263773893718,0.817398126992941,0.742599235549754,0.0430227987532029,0.01
BrahmsConcertPart3_File3_c4_c5_GrangerOutput.txt,P,0.709159692629494,0.872782309180534,1.08528474598523,0.350834426817636,0.0319665613625798,0.01
