concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart1,File18,c1,c2,H,c1_c2,1.50743037862881,0.0442541490379771,1.21836372035798,0.201651256972568,1,0,1.36289704949339
BrahmsConcertPart1,File18,c1,c3,H,c1_c3,1.15687490589004,0.26347497427979,1.23600729790561,0.186020099099514,0,0,1.19644110189782
BrahmsConcertPart1,File18,c1,c4,H,c1_c4,1.70845031077464,0.0125804944240396,0.672937340639976,0.906566082231475,1,0,1.19069382570731
BrahmsConcertPart1,File18,c1,c5,H,c1_c5,1.70799020376178,0.0126187217014472,1.36713735962714,0.0970426687056492,1,0,1.53756378169446
BrahmsConcertPart1,File18,c2,c3,H,c2_c3,1.29098574646951,0.14312016502391,1.0337907890897,0.419991992487122,0,0,1.16238826777961
BrahmsConcertPart1,File18,c2,c4,H,c2_c4,1.46695815815408,0.0559838248101193,0.948729095622658,0.546804685716338,0,0,1.20784362688837
BrahmsConcertPart1,File18,c2,c5,H,c2_c5,2.36743146215201,0.0000964976221483852,1.83981403002913,0.00515779967310999,1,1,2.10362274609057
BrahmsConcertPart1,File18,c3,c4,H,c3_c4,1.30301222028357,0.134859634300724,0.68801989255091,0.893581189056276,0,0,0.99551605641724
BrahmsConcertPart1,File18,c3,c5,H,c3_c5,0.822384773721298,0.736372481335706,1.44882766958078,0.062066205744771,0,0,1.13560622165104
BrahmsConcertPart1,File18,c4,c5,H,c4_c5,0.918854884621457,0.59275643528559,1.33136497258786,0.116886514955812,0,0,1.12510992860466
