concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart1,File5,c1,c2,P,c1_c2,3.01341431540042,0.000000408085763316836,1.44407633836654,0.0634460678012109,1,0,2.22874532688348
BrahmsConcertPart1,File5,c1,c3,P,c1_c3,1.33421517457898,0.114826002208533,2.19421636532805,0.000368337488535021,0,1,1.76421576995352
BrahmsConcertPart1,File5,c1,c4,P,c1_c4,1.2485456425577,0.175095302573855,1.02043467252753,0.439040027402102,0,0,1.13449015754261
BrahmsConcertPart1,File5,c1,c5,P,c1_c5,1.51070650813491,0.0431496490300992,1.77503472443034,0.00796212309599294,1,1,1.64287061628262
BrahmsConcertPart1,File5,c2,c3,P,c2_c3,0.66108252464731,0.91621306795286,2.90661724062823,0.00000102936638785594,0,1,1.78384988263777
BrahmsConcertPart1,File5,c2,c4,P,c2_c4,1.58679541093353,0.0271936501415604,1.03635073624951,0.416173108972172,1,0,1.31157307359152
BrahmsConcertPart1,File5,c2,c5,P,c2_c5,3.68193539628315,0.0000000010801808653791,3.09460143168116,0.000000200912417312118,1,1,3.38826841398216
BrahmsConcertPart1,File5,c3,c4,P,c3_c4,1.92516955872079,0.0027747159836183,0.857346057653231,0.686079960169059,1,0,1.39125780818701
BrahmsConcertPart1,File5,c3,c5,P,c3_c5,1.86445052699053,0.00428013028635465,0.944567434452402,0.553174081748509,1,0,1.40450898072147
BrahmsConcertPart1,File5,c4,c5,P,c4_c5,1.4855378955119,0.0500210398614827,2.93354241715355,0.000000815845765230655,0,1,2.20954015633273
