concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart3,File5,c1,c2,P,c1_c2,1.25694360998665,0.169973304001656,1.58005427380345,0.0292840432960326,0,1,1.41849894189505
BrahmsConcertPart3,File5,c1,c3,P,c1_c3,1.73521677034505,0.0109269950826484,1.7729930821052,0.00850029262422435,1,1,1.75410492622512
BrahmsConcertPart3,File5,c1,c4,P,c1_c4,1.6310501511456,0.0213626731074441,1.22312739532695,0.198623518665287,1,0,1.42708877323627
BrahmsConcertPart3,File5,c1,c5,P,c1_c5,1.1060937137125,0.324048107340922,1.78284866247696,0.00795597231420316,0,1,1.44447118809473
BrahmsConcertPart3,File5,c2,c3,P,c2_c3,1.67023630343025,0.0166667234006907,0.881777798769073,0.649147141291576,1,0,1.27600705109966
BrahmsConcertPart3,File5,c2,c4,P,c2_c4,1.09492957729657,0.338093391689236,1.27865213206585,0.153311390049191,0,0,1.18679085468121
BrahmsConcertPart3,File5,c2,c5,P,c2_c5,1.14921872907245,0.273100733653001,1.0222355251109,0.437122794343319,0,0,1.08572712709168
BrahmsConcertPart3,File5,c3,c4,P,c3_c4,0.997816137906577,0.472826215162445,1.4502844210724,0.0626066130662108,0,0,1.22405027948949
BrahmsConcertPart3,File5,c3,c5,P,c3_c5,1.07965598079022,0.357848218229625,1.56977897291077,0.031171433746174,0,1,1.3247174768505
BrahmsConcertPart3,File5,c4,c5,P,c4_c5,1.6200998224008,0.0228765987194511,1.05511525348175,0.39082058648636,1,0,1.33760753794128
