M1,M2
222.6461334228516,425.2043151855469
222.51641845703125,425.3156433105469
222.3897399902344,425.2913208007813
222.21669006347656,425.10101318359375
222.6175842285156,425.4329223632813
221.42172241210935,425.601318359375
222.41000366210935,425.7365112304688
221.97723388671875,426.0842590332031
222.0213165283203,426.1795043945313
224.6328125,426.5835266113281
225.11264038085935,427.0977478027344
224.37155151367188,426.252685546875
226.3840789794922,426.1265258789063
227.45870971679688,428.1340637207031
227.55499267578125,428.1423950195313
226.86505126953125,427.8149719238281
228.00624084472656,427.6899719238281
228.22314453125,427.20989990234375
229.6739654541016,427.4653930664063
230.3826446533203,427.9394836425781
230.3807373046875,427.8395385742188
231.79446411132807,427.9443359375
233.28672790527344,429.5106201171875
231.7862091064453,429.4503784179688
234.85813903808597,428.2151489257813
233.89064025878903,428.6264953613281
235.50482177734372,430.1845397949219
235.7269287109375,428.1098327636719
236.36837768554688,428.19921875
236.54737854003903,428.0723571777344
237.1484222412109,430.1249694824219
237.21890258789065,427.8729553222656
237.16685485839844,427.85443115234375
236.73162841796875,428.4826965332031
237.76007080078125,428.3833312988281
237.21408081054688,428.0802612304688
237.05587768554688,428.3036193847656
237.80224609375,428.4617614746094
236.6430511474609,428.1528625488281
236.6382751464844,428.1258544921875
234.7458953857422,428.4827880859375
235.2494354248047,428.428955078125
234.83645629882807,428.1650085449219
235.19967651367188,430.6675109863281
234.6893615722656,428.6029968261719
235.10992431640625,428.7420349121094
233.77902221679688,428.9287109375
231.92926025390625,428.5662536621094
231.63877868652344,428.9148559570313
231.7799530029297,428.9846801757813
232.1053009033203,428.9085693359375
232.08241271972656,429.1498718261719
230.1018829345703,428.8780517578125
230.3932647705078,428.99615478515625
230.4712829589844,429.1643371582031
230.398681640625,429.3712768554688
228.6242218017578,428.9235229492188
228.1643218994141,427.8158874511719
227.82150268554688,427.65728759765625
228.5780334472656,427.3657531738281
226.75958251953125,428.3760070800781
225.57667541503903,428.2957153320313
225.8280029296875,428.0337829589844
225.81309509277344,427.95892333984375
223.6140899658203,426.2511291503906
223.58255004882807,424.77825927734375
221.9126739501953,424.2956237792969
221.85108947753903,424.1923522949219
221.76942443847656,423.91748046875
221.79559326171875,421.7890625
220.23260498046875,423.6562194824219
220.0059509277344,420.9191284179688
217.5962829589844,420.2943115234375
217.21055603027344,419.9921875
216.8320159912109,419.5963134765625
216.7378387451172,419.7606201171875
216.0426788330078,420.1218872070313
215.58531188964844,418.6774597167969
214.1177673339844,417.5690307617188
213.1616668701172,418.5065002441406
212.81460571289065,416.9299926757813
212.34230041503903,416.42327880859375
212.6602935791016,417.1642761230469
212.1755828857422,416.2740173339844
210.05514526367188,415.5646057128906
209.5303649902344,416.87786865234375
209.2704925537109,417.0950317382813
209.2247314453125,417.1332702636719
210.4364318847656,417.6697998046875
210.3309326171875,417.3137512207031
208.88851928710935,416.7838134765625
208.52993774414065,416.4591979980469
208.4104766845703,416.370849609375
208.6405029296875,416.2718200683594
208.79405212402344,416.4158020019531
207.35186767578125,417.28656005859375
208.129150390625,415.4157409667969
207.16390991210935,415.688720703125
207.169677734375,416.2219543457031
207.2449493408203,416.1799926757813
207.09646606445312,415.9809875488281
207.92344665527344,417.28265380859375
207.1392059326172,416.8556823730469
207.9560546875,416.2947692871094
206.67893981933597,417.3610534667969
208.05471801757807,417.9677734375
207.78829956054688,418.19232177734375
208.24644470214844,418.4251708984375
207.5088348388672,417.7424621582031
209.11497497558597,417.3151245117188
208.95159912109372,417.0650024414063
208.9843597412109,417.15716552734375
208.31781005859372,418.9808349609375
208.53094482421875,418.70416259765625
207.17404174804688,418.9454956054688
209.1180419921875,418.7818603515625
208.23196411132807,419.0345458984375
208.0995941162109,419.0934448242188
209.30560302734372,418.3896789550781
208.30784606933597,417.6584167480469
209.0738677978516,418.8408203125
210.2763671875,416.9224243164063
209.030517578125,417.1122741699219
209.08892822265625,416.96197509765625
211.16603088378903,417.4199523925781
211.4051971435547,417.951171875
211.2696228027344,417.7281494140625
210.7327880859375,417.383544921875
213.05567932128903,416.658935546875
213.0175323486328,416.7507019042969
212.79721069335935,418.7015686035156
213.9209899902344,418.6200256347656
215.0558624267578,418.0304260253906
215.7990875244141,418.04046630859375
217.66554260253903,419.4133911132813
216.5336761474609,419.3214721679688
218.42605590820312,419.9485473632813
218.4313507080078,418.5519409179688
216.3874969482422,420.6153564453125
217.64602661132807,420.4450378417969
218.0935516357422,419.6885681152344
219.2323303222656,420.2731018066406
218.42247009277344,419.8717956542969
218.300048828125,420.2007751464844
220.5135955810547,419.8782348632813
219.4382781982422,420.8085021972656
219.64781188964844,421.2018127441406
219.77728271484372,420.9920349121094
220.18499755859372,421.65631103515625
220.69357299804688,422.1290283203125
221.12579345703125,422.7368469238281
220.8524169921875,421.80950927734375
219.6928253173828,423.3044738769531
219.88661193847656,423.776123046875
218.5207061767578,423.4804382324219
217.58018493652344,422.04241943359375
217.444091796875,424.6882934570313
216.19241333007807,424.4516296386719
213.9741058349609,425.4828186035156
214.34637451171875,425.1614379882813
214.30039978027344,424.98931884765625
212.7745513916016,425.3400268554688
212.13995361328125,425.577392578125
210.09112548828125,426.4028930664063
208.5765380859375,425.5997009277344
208.96368408203125,426.6656188964844
209.64122009277344,426.4059753417969
208.0322723388672,427.2425537109375
206.43618774414065,428.013916015625
205.83726501464844,427.63623046875
205.89295959472656,428.456298828125
205.9221954345703,428.2835388183594
204.55712890625,428.728759765625
204.5370635986328,428.3756103515625
204.95590209960935,429.5642700195313
205.3965759277344,431.53521728515625
207.1065673828125,431.6883850097656
206.70741271972656,431.9497985839844
206.38853454589844,431.17724609375
208.4897003173828,433.1811828613281
206.9490966796875,433.6693115234375
207.6878662109375,433.2191162109375
209.52536010742188,433.5960083007813
209.069091796875,433.5541076660156
211.1365509033203,433.3775024414063
211.20762634277344,433.3539733886719
212.6130523681641,434.81939697265625
213.0984649658203,435.8907165527344
214.5870819091797,434.4554138183594
216.3327178955078,434.34521484375
218.3738250732422,436.3653259277344
221.1879425048828,436.9962768554688
221.2492218017578,436.3600463867188
222.0197906494141,436.7446594238281
225.6781005859375,438.3569641113281
225.4591064453125,438.33935546875
226.33493041992188,438.8336181640625
229.73171997070312,438.457275390625
231.1517639160156,438.3893737792969
233.6929626464844,438.47216796875
233.9729766845703,438.7571105957031
233.81005859375,438.3653869628906
235.70025634765625,438.3023071289063
238.4466857910156,438.5612182617188
239.7870178222656,439.1965026855469
241.64132690429688,439.2331237792969
242.20489501953125,439.38323974609375
242.1619415283203,439.3840942382813
245.20425415039065,438.84912109375
245.8155517578125,437.4006042480469
248.1895446777344,437.5491943359375
251.1230316162109,437.4374694824219
253.19357299804688,436.9145812988281
253.4669952392578,436.5807189941406
253.08953857421875,436.9870300292969
255.173828125,436.3161010742188
255.78196716308597,437.899658203125
258.0509033203125,437.3697814941406
257.73406982421875,437.2684631347656
257.82684326171875,437.2029113769531
258.9345092773437,437.1585388183594
261.3280639648437,436.92962646484375
261.84490966796875,438.1226501464844
260.96990966796875,438.56201171875
261.4881286621094,439.0729064941406
261.26275634765625,439.113037109375
261.418212890625,437.39593505859375
261.9289245605469,437.7099304199219
261.8251342773437,438.1596984863281
262.1119384765625,437.5913391113281
261.7764892578125,437.7977294921875
261.763916015625,437.8515625
261.87799072265625,438.4903564453125
260.441162109375,438.993408203125
260.5546875,438.8355407714844
260.2260131835937,438.2709045410156
260.98828125,436.9859924316406
260.0899353027344,436.21490478515625
260.0727844238281,436.4742736816406
259.6177978515625,436.3126220703125
259.7313537597656,436.7339782714844
258.3819580078125,437.0173950195313
257.9066467285156,437.5936279296875
255.8474273681641,435.0262756347656
256.5148620605469,435.7503662109375
255.67303466796875,435.6025085449219
254.8876037597656,434.6332092285156
254.6203155517578,434.5852661132813
254.206298828125,434.2219848632813
252.2445831298828,434.3216247558594
252.33160400390625,434.2589416503906
251.4804534912109,434.2594909667969
251.3418884277344,435.1507568359375
