M1,M2
96.0422134399414,473.8841857910156
97.70867156982422,473.31341552734375
97.65261840820312,473.9830932617188
97.89958953857422,473.9253234863281
97.88990783691406,473.961669921875
95.80047607421876,473.36517333984375
95.85783386230467,473.72174072265625
96.32109832763672,472.9671936035156
98.22273254394533,473.6117858886719
98.50121307373048,474.0041809082031
98.41838836669922,473.96673583984375
97.8635482788086,474.1643676757813
99.22085571289062,474.1141662597656
99.18863677978516,474.2182922363281
98.87643432617188,474.7105712890625
99.24954223632812,474.170654296875
98.66793060302734,474.1570434570313
98.76197052001952,474.2330932617188
97.5191421508789,474.470458984375
97.71835327148438,474.2450256347656
96.51323699951172,474.3298034667969
95.52389526367188,474.53948974609375
93.89913940429688,474.49652099609375
95.88907623291016,474.83599853515625
93.44148254394533,476.4264831542969
93.91187286376952,476.673828125
93.42984771728516,476.3941955566406
93.40902709960938,476.179443359375
92.93816375732422,476.1735534667969
92.97652435302734,476.494384765625
92.63507080078124,476.9215698242188
92.55226135253906,476.7980041503906
93.38526153564452,477.0376892089844
92.40357971191406,474.8753051757813
92.42790985107422,474.938720703125
92.697998046875,474.9811096191406
92.8970184326172,474.7731628417969
94.5534896850586,474.6455993652344
94.61923217773438,474.6593933105469
94.46414947509766,474.6152648925781
94.47942352294922,474.60882568359375
95.10783386230467,476.4872131347656
95.0233154296875,474.4361572265625
98.12177276611328,474.4894104003906
97.58908081054688,474.3035888671875
99.7593765258789,474.5945739746094
99.85160064697266,474.6832275390625
101.06813049316406,474.6806640625
101.8116683959961,476.3207702636719
103.4966049194336,476.690185546875
105.12279510498048,476.4331970214844
107.2914581298828,476.1941223144531
105.71315002441406,476.2063293457031
108.03871154785156,475.7457580566406
109.0404815673828,475.94482421875
110.07756805419922,476.2511596679688
111.36019897460938,476.1187438964844
112.85008239746094,476.39947509765625
113.09768676757812,476.4656677246094
113.8675765991211,476.5860900878906
115.59823608398438,476.9991455078125
117.05062103271484,476.5650939941406
117.39306640625,476.6847229003906
119.7610321044922,476.5850524902344
117.70711517333984,476.5765075683594
119.4478988647461,476.4786376953125
119.7235107421875,476.6799926757813
120.60330963134766,476.6860046386719
120.16616821289062,476.8606872558594
120.8406982421875,476.3584899902344
119.1026840209961,476.4945068359375
119.12479400634766,476.58013916015625
119.18321990966795,477.1119079589844
119.87083435058594,477.252197265625
118.72932434082033,477.0304260253906
118.56777954101562,476.74462890625
118.6597137451172,476.8309326171875
118.68123626708984,478.8719787597656
118.44818878173828,478.9157409667969
118.45713806152344,478.5943908691406
117.90708923339844,478.5107421875
116.9409408569336,478.63873291015625
117.2229461669922,476.6731872558594
115.99394989013672,476.5918884277344
116.52557373046876,476.8252868652344
115.7770538330078,476.83441162109375
114.1561279296875,476.9483337402344
113.50812530517578,476.9321899414063
113.6125946044922,476.9412231445313
113.41917419433594,477.1318054199219
112.51500701904295,476.90924072265625
109.97062683105467,476.9392700195313
109.50298309326172,477.0356140136719
108.85179138183594,476.7684631347656
109.44207763671876,476.8169860839844
107.73097229003906,476.95361328125
107.76228332519533,476.9968872070313
106.66051483154295,477.1322021484375
104.55113220214844,477.017578125
103.3935317993164,476.8395080566406
105.51101684570312,476.8202819824219
104.522705078125,477.0123291015625
103.92613220214844,477.0421142578125
102.86042785644533,476.8761901855469
102.47962951660156,476.9962158203125
101.82478332519533,477.2026672363281
101.71966552734376,477.1930847167969
101.9085922241211,476.5235595703125
101.53013610839844,476.4930114746094
101.2566146850586,477.1150817871094
101.14027404785156,476.90911865234375
101.13349151611328,477.67132568359375
101.02604675292967,477.2854309082031
101.41742706298828,477.7158508300781
101.51984405517578,477.867431640625
101.9756317138672,477.7186584472656
104.14192962646484,477.8818664550781
105.0049285888672,475.9895324707031
104.7296905517578,475.9887390136719
107.1842041015625,477.7728576660156
108.4844741821289,476.5499267578125
109.8092041015625,476.8799133300781
111.66570281982422,476.9225463867188
113.18643951416016,477.1784362792969
112.98472595214844,476.9882507324219
112.79450225830078,477.4570007324219
114.42867279052734,477.2033996582031
113.9985122680664,477.0209655761719
115.52843475341795,476.94964599609375
115.51097106933594,476.784912109375
115.76942443847656,476.8733825683594
117.15875244140624,476.7943115234375
118.18121337890624,476.7472839355469
118.24370574951172,476.7578125
117.36299896240234,476.62939453125
119.99698638916016,478.74847412109375
119.11442565917967,478.8040771484375
118.52699279785156,478.7325744628906
117.5465316772461,476.9617309570313
116.73587036132812,477.7679443359375
117.57322692871094,476.9439086914063
115.45545959472656,477.8982543945313
115.48707580566406,475.9105529785156
114.26342010498048,475.99163818359375
113.50189208984376,478.2593078613281
113.68753814697266,478.16748046875
111.9204330444336,476.2615661621094
112.45730590820312,476.5955200195313
110.34585571289062,476.58441162109375
111.07574462890624,476.1218872070313
111.4895477294922,476.0562133789063
110.94693756103516,476.05169677734375
109.64265441894533,478.1611328125
108.16749572753906,479.2659301757813
108.62239074707033,479.2508544921875
108.41732025146484,477.28515625
107.95838165283205,477.7599792480469
107.0045928955078,477.2109069824219
106.4883041381836,477.3526916503906
106.227294921875,479.23291015625
108.0534896850586,479.3545837402344
105.55225372314452,479.1235656738281
105.86724853515624,478.9732360839844
105.07737731933594,479.1304321289063
105.627685546875,479.05377197265625
105.4797592163086,478.95989990234375
105.80567932128906,477.7013854980469
105.5605926513672,477.7123107910156
106.59416198730467,478.6446838378906
107.46221923828124,476.7173461914063
109.40211486816406,476.4078979492188
109.35081481933594,476.5933837890625
110.253662109375,476.7623291015625
110.07369232177734,475.642822265625
110.85712432861328,475.6954956054688
