M1,M2
132.6267547607422,458.349609375
132.84454345703125,458.36474609375
132.79083251953125,458.4359436035156
132.0456085205078,458.1849365234375
132.0189208984375,458.1217651367188
131.92300415039062,458.2980346679688
130.13108825683594,458.378662109375
129.995849609375,458.5662536621094
131.16949462890625,458.4224243164063
129.49232482910156,458.2376403808594
129.6945343017578,457.563720703125
129.27621459960938,457.7448425292969
130.7646484375,458.80181884765625
130.88626098632812,458.8386840820313
128.92959594726562,457.95452880859375
129.33663940429688,459.2901306152344
128.49546813964844,459.5755310058594
128.60792541503906,460.781494140625
130.15586853027344,462.6090393066406
129.8861541748047,462.47796630859375
129.945068359375,463.3406372070313
129.66551208496094,465.04095458984375
129.27566528320312,465.5821228027344
129.16490173339844,466.8787841796875
128.98681640625,466.8458251953125
128.89669799804688,466.743896484375
128.8526153564453,466.5577392578125
128.87716674804688,465.8704223632813
128.4373779296875,465.4389343261719
128.64962768554688,465.97265625
130.42315673828125,464.5232238769531
130.7393798828125,464.70111083984375
129.97589111328125,463.4916687011719
130.1072235107422,461.66546630859375
130.7173614501953,460.4597778320313
130.68106079101562,459.2952575683594
130.8910675048828,458.0540161132813
130.8648681640625,458.0302734375
130.7956085205078,456.4566040039063
130.7915802001953,456.4703369140625
130.5806884765625,454.7447814941406
130.77503967285156,453.46435546875
130.6027374267578,452.8742980957031
130.74301147460938,452.7542724609375
131.01084899902344,453.13916015625
130.67970275878906,451.7815246582031
130.98965454101562,450.2042236328125
131.05316162109375,450.9466552734375
130.83267211914062,449.5130615234375
130.78102111816406,449.5513000488281
130.63633728027344,449.0762939453125
129.48904418945312,448.9850463867188
129.64434814453125,449.042724609375
129.6584014892578,449.101806640625
129.4927520751953,447.2577209472656
129.39439392089844,447.597900390625
129.63458251953125,447.2622375488281
129.43492126464844,447.9557189941406
129.3835906982422,449.1693115234375
129.40736389160156,449.3800048828125
130.27938842773438,449.1661987304688
130.36439514160156,449.1778564453125
128.59580993652344,449.5584716796875
128.2422637939453,450.4815979003906
128.88270568847656,448.3180236816406
128.75711059570312,448.7796020507813
128.81170654296875,448.09521484375
128.97177124023438,449.5016784667969
127.21350860595705,448.1999206542969
127.19920349121094,445.9767456054688
127.24613189697266,446.0264892578125
127.55144500732422,444.8667602539063
128.08096313476562,442.5091857910156
127.92442321777344,444.2109680175781
127.93635559082033,442.6983337402344
126.20037841796876,441.5437927246094
126.52205657958984,441.9217834472656
126.80506896972656,440.6425476074219
124.41039276123048,439.8475341796875
124.8213348388672,440.5252075195313
124.59225463867188,438.943115234375
124.65567016601562,439.49853515625
126.1846923828125,438.214111328125
124.66673278808594,437.7954711914063
124.61622619628906,437.3176574707031
126.15084075927734,437.3349609375
125.62763214111328,435.4774169921875
124.84198760986328,436.6419067382813
124.08363342285156,435.3052062988281
124.21076202392578,434.8905029296875
124.11406707763672,434.54925537109375
122.67427825927734,434.7373962402344
124.06986236572266,434.5412292480469
122.68824768066406,434.543701171875
122.71648406982422,434.8800354003906
122.08770751953124,435.2347412109375
122.7224349975586,434.7018127441406
122.4688720703125,435.2212219238281
122.2805633544922,435.4905700683594
121.8218765258789,435.5076904296875
121.67990112304688,434.9360961914063
120.59495544433594,435.8719787597656
121.6961669921875,434.4289855957031
122.06645965576172,435.0574035644531
122.20938110351562,435.1235961914063
121.10843658447266,435.5198059082031
121.41010284423828,435.0363159179688
119.95346069335938,435.1274719238281
119.58033752441406,435.3195190429688
120.0496597290039,435.0965881347656
119.92188262939452,435.05670166015625
120.25253295898438,435.6318664550781
120.08554077148438,435.4039611816406
120.13412475585938,436.3500061035156
119.493408203125,435.8257141113281
119.71697998046876,435.2122192382813
119.7004165649414,434.9032897949219
119.72100067138672,434.72955322265625
119.98869323730467,434.3733215332031
119.63622283935548,434.4553527832031
120.3612289428711,434.2657165527344
118.58519744873048,433.056640625
118.48497772216795,433.2207946777344
118.40105438232422,433.458740234375
120.18658447265624,432.8833312988281
118.32169342041016,432.4603271484375
120.308837890625,431.7749938964844
120.1235809326172,432.8560180664063
120.1281280517578,432.4005737304688
120.51144409179688,432.58587646484375
118.72913360595705,432.3938598632813
118.57931518554688,432.5097351074219
119.21395111083984,432.01214599609375
120.75713348388672,432.0025939941406
120.7276611328125,431.9801635742188
120.68586730957033,431.5486450195313
120.60458374023438,432.2783203125
119.00291442871094,431.8185424804688
120.14669036865234,431.6678771972656
120.13616180419922,431.1588134765625
120.1553726196289,431.2356567382813
121.7021484375,431.9010620117188
121.6426239013672,432.098388671875
119.93579864501952,431.52728271484375
120.27525329589844,430.5817260742188
120.09640502929688,430.9119262695313
120.11565399169922,430.651611328125
118.15962982177734,431.948974609375
119.91297149658205,432.3003845214844
117.89486694335938,432.0105285644531
118.03351593017578,432.5383911132813
118.07563018798828,431.9559326171875
118.12620544433594,432.275146484375
117.5959930419922,432.1331176757813
118.04841613769533,433.2315673828125
117.65778350830078,433.882568359375
118.30868530273438,436.0659790039063
118.16020965576172,436.440185546875
118.04811096191406,435.80755615234375
117.82279205322266,436.9150085449219
117.8742218017578,438.2482299804688
117.93809509277344,439.8763427734375
117.93766784667967,441.6716613769531
118.07672119140624,442.818359375
117.97372436523438,441.3865051269531
118.1987533569336,442.7020568847656
117.89524841308594,444.8190002441406
117.53585052490234,446.4578857421875
119.10266876220705,448.138671875
118.65856170654295,449.5486755371094
118.57308197021484,449.6320495605469
118.41751098632812,450.5304565429688
118.43902587890624,451.7610473632813
118.59292602539062,453.8125
118.93262481689452,453.5823669433594
118.81937408447266,455.92095947265625
118.636962890625,454.4223327636719
118.69075775146484,456.21923828125
118.40428924560548,456.9124755859375
118.23780822753906,459.0732421875
119.41973876953124,459.2111206054688
119.43894958496094,459.0260009765625
119.42422485351562,459.5095825195313
119.53658294677734,459.9671630859375
119.70761108398438,460.2045593261719
119.7673568725586,461.3766784667969
119.6558837890625,460.8833618164063
119.74392700195312,460.2054748535156
119.76858520507812,462.0562133789063
119.7322769165039,460.248779296875
119.81360626220705,460.1106262207031
120.26433563232422,460.761474609375
120.24988555908205,462.1448059082031
120.46011352539062,463.1533508300781
120.41962432861328,463.1363830566406
120.63612365722656,462.4869384765625
120.48995971679688,463.10064697265625
120.38566589355467,464.5524597167969
120.2590789794922,465.396484375
120.6041488647461,467.0929870605469
120.63656616210938,467.1033630371094
120.51400756835938,465.56341552734375
120.65582275390624,465.0257873535156
120.49649810791016,466.70220947265625
121.0008773803711,467.8587036132813
121.1928939819336,466.7263793945313
121.15228271484376,466.7018127441406
121.26261138916016,468.7166748046875
121.09247589111328,465.4146423339844
120.7529525756836,472.58203125
122.15009307861328,469.13287353515625
122.07479858398438,470.9429321289063
120.55345153808594,464.85595703125
122.4087905883789,464.8857727050781
121.87299346923828,466.2247924804688
122.12913513183594,465.1003723144531
122.09986877441406,466.2466735839844
121.72100830078124,466.65087890625
121.70037841796876,466.6649169921875
121.98462677001952,466.2950439453125
122.26543426513672,466.84808349609375
122.22969818115234,465.8694458007813
122.46109771728516,465.276611328125
122.96080017089844,465.6702880859375
122.94207763671876,465.703125
122.94660949707033,465.7180786132813
123.4998016357422,465.5740966796875
123.37891387939452,465.4420776367188
122.23664093017578,465.3532104492188
122.52335357666016,465.7717895507813
122.4154052734375,465.42193603515625
122.5769271850586,465.3843994140625
122.58734130859376,464.1354370117188
122.80901336669922,464.8111572265625
122.54071807861328,463.5078125
122.27361297607422,464.7396240234375
121.95271301269533,464.3171997070313
122.47994995117188,464.7197265625
122.5717315673828,465.31097412109375
122.7118148803711,464.0208129882813
124.16697692871094,464.3362426757813
124.09256744384766,464.4112243652344
123.88968658447266,464.50726318359375
123.76660919189452,464.5691528320313
124.04280090332033,465.860107421875
124.31253814697266,463.8408203125
122.50511169433594,464.9136352539063
122.70223236083984,465.0494995117188
122.88074493408205,464.919189453125
124.36561584472656,465.77349853515625
124.32684326171876,465.4942626953125
123.58004760742188,465.5504150390625
125.0932846069336,465.1279602050781
125.101806640625,465.05950927734375
125.06082153320312,465.0969848632813
125.030517578125,465.3670043945313
124.50973510742188,466.0086059570313
122.6234130859375,465.1991271972656
122.59339141845705,465.49810791015625
124.27208709716795,464.9954223632813
124.42913818359376,465.0612487792969
124.79027557373048,463.5918273925781
124.96829986572266,464.98480224609375
125.7646713256836,464.9625244140625
125.7629852294922,463.0549926757813
127.74794006347656,464.2357177734375
127.75873565673828,463.98138427734375
127.31079864501952,464.0203247070313
129.18017578125,463.4456787109375
131.02896118164062,463.9194030761719
131.4179229736328,464.5035400390625
132.32540893554688,463.7242126464844
132.3516845703125,463.33502197265625
132.59490966796875,463.2035827636719
131.00762939453125,462.41998291015625
134.76988220214844,462.6896057128906
131.31471252441406,463.3917846679688
129.69357299804688,463.0313415527344
129.58602905273438,463.1258544921875
130.23956298828125,462.7295227050781
131.83705139160156,463.5076904296875
128.42005920410156,463.4460144042969
132.7506866455078,463.0561828613281
134.47625732421875,463.17138671875
134.5,463.1298828125
135.4513397216797,464.36614990234375
140.65309143066406,463.63519287109375
139.467041015625,464.1383972167969
137.34170532226562,463.1286315917969
141.1515655517578,463.9594421386719
139.2112579345703,463.99169921875
141.01205444335938,463.0499572753906
139.365234375,463.1013488769531
141.5148468017578,463.7293395996094
141.64125061035156,464.31390380859375
141.89816284179688,464.2109375
